Textbox_UWAGA2,Textbox_PARAMETRY
RETAIL PRICES OF SELECTED CONSUMER NON-FOODSTUFFS AND SERVICES - MONTHLY [ZL],"Year: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023
Month: I, II, III, IV, V, VI, VII, VIII, IX, X, XI, XII
Territorial unit: Poland"

Textbox2,KOD_TOWARY_NZYWN,KOD_ROKU,WARTOSC_OST_blok9
Specification,Consultation of a specialist doctor,2018 V,103.25
Specification,Consultation of a specialist doctor,2018 VI,103.79
Specification,Consultation of a specialist doctor,2018 VII,104.03
Specification,Consultation of a specialist doctor,2018 VIII,104.22
Specification,Consultation of a specialist doctor,2018 IX,104.80
Specification,Consultation of a specialist doctor,2018 X,105.33
Specification,Consultation of a specialist doctor,2018 XI,106.41
Specification,Consultation of a specialist doctor,2018 XII,106.31
Specification,Consultation of a specialist doctor,2019 I,107.51
Specification,Consultation of a specialist doctor,2019 II,109.14
Specification,Consultation of a specialist doctor,2019 III,109.92
Specification,Consultation of a specialist doctor,2019 IV,111.05
Specification,Consultation of a specialist doctor,2019 V,111.58
Specification,Consultation of a specialist doctor,2019 VI,111.97
Specification,Consultation of a specialist doctor,2019 VII,112.30
Specification,Consultation of a specialist doctor,2019 VIII,112.78
Specification,Consultation of a specialist doctor,2019 IX,114.69
Specification,Consultation of a specialist doctor,2019 X,115.42
Specification,Consultation of a specialist doctor,2019 XI,116.36
Specification,Consultation of a specialist doctor,2019 XII,116.70
Specification,Consultation of a specialist doctor,2020 I,119.36
Specification,Consultation of a specialist doctor,2020 II,120.58
Specification,Consultation of a specialist doctor,2020 III,121.35
Specification,Consultation of a specialist doctor,2020 IV,121.87
Specification,Consultation of a specialist doctor,2020 V,125.02
Specification,Consultation of a specialist doctor,2020 VI,125.72
Specification,Consultation of a specialist doctor,2020 VII,128.44
Specification,Consultation of a specialist doctor,2020 VIII,128.65
Specification,Consultation of a specialist doctor,2020 IX,129.88
Specification,Consultation of a specialist doctor,2020 X,130.60
Specification,Consultation of a specialist doctor,2020 XI,132.23
Specification,Consultation of a specialist doctor,2020 XII,132.78
Specification,Consultation of a specialist doctor,2021 I,134.66
Specification,Consultation of a specialist doctor,2021 II,135.55
Specification,Consultation of a specialist doctor,2021 III,135.52
Specification,Consultation of a specialist doctor,2021 IV,136.19
Specification,Consultation of a specialist doctor,2021 V,136.44
Specification,Consultation of a specialist doctor,2021 VI,137.59
Specification,Consultation of a specialist doctor,2021 VII,137.66
Specification,Consultation of a specialist doctor,2021 VIII,138.17
Specification,Consultation of a specialist doctor,2021 IX,138.66
Specification,Consultation of a specialist doctor,2021 X,140.00
Specification,Consultation of a specialist doctor,2021 XI,141.96
Specification,Consultation of a specialist doctor,2021 XII,143.82
Specification,Consultation of a specialist doctor,2022 I,150.31
Specification,Consultation of a specialist doctor,2022 II,153.76
Specification,Consultation of a specialist doctor,2022 III,157.63
Specification,Consultation of a specialist doctor,2022 IV,160.02
Specification,Consultation of a specialist doctor,2022 V,161.49
Specification,Consultation of a specialist doctor,2022 VI,163.34
Specification,Consultation of a specialist doctor,2022 VII,164.75
Specification,Consultation of a specialist doctor,2022 VIII,166.92
Specification,Consultation of a specialist doctor,2022 IX,169.79
Specification,Consultation of a specialist doctor,2022 X,171.87
Specification,Consultation of a specialist doctor,2022 XI,173.28
Specification,Consultation of a specialist doctor,2022 XII,174.41
Specification,Consultation of a specialist doctor,2023 I,177.77
Specification,Consultation of a specialist doctor,2023 II,180.24
Specification,Consultation of a specialist doctor,2023 III,184.01
Specification,Unleaded 95 octane motor petrol – per l,2010 I,4.37
Specification,Unleaded 95 octane motor petrol – per l,2010 II,4.38
Specification,Unleaded 95 octane motor petrol – per l,2010 III,4.46
Specification,Unleaded 95 octane motor petrol – per l,2010 IV,4.59
Specification,Unleaded 95 octane motor petrol – per l,2010 V,4.71
Specification,Unleaded 95 octane motor petrol – per l,2010 VI,4.72
Specification,Unleaded 95 octane motor petrol – per l,2010 VII,4.71
Specification,Unleaded 95 octane motor petrol – per l,2010 VIII,4.61
Specification,Unleaded 95 octane motor petrol – per l,2010 IX,4.58
Specification,Unleaded 95 octane motor petrol – per l,2010 X,4.58
Specification,Unleaded 95 octane motor petrol – per l,2010 XI,4.60
Specification,Unleaded 95 octane motor petrol – per l,2010 XII,4.81
Specification,Unleaded 95 octane motor petrol – per l,2011 I,4.91
Specification,Unleaded 95 octane motor petrol – per l,2011 II,4.83
Specification,Unleaded 95 octane motor petrol – per l,2011 III,5.00
Specification,Unleaded 95 octane motor petrol – per l,2011 IV,5.15
Specification,Unleaded 95 octane motor petrol – per l,2011 V,5.18
Specification,Unleaded 95 octane motor petrol – per l,2011 VI,5.13
Specification,Unleaded 95 octane motor petrol – per l,2011 VII,5.14
Specification,Unleaded 95 octane motor petrol – per l,2011 VIII,5.20
Specification,Unleaded 95 octane motor petrol – per l,2011 IX,5.11
Specification,Unleaded 95 octane motor petrol – per l,2011 X,5.24
Specification,Unleaded 95 octane motor petrol – per l,2011 XI,5.39
Specification,Unleaded 95 octane motor petrol – per l,2011 XII,5.45
Specification,Unleaded 95 octane motor petrol – per l,2012 I,5.58
Specification,Unleaded 95 octane motor petrol – per l,2012 II,5.62
Specification,Unleaded 95 octane motor petrol – per l,2012 III,5.74
Specification,Unleaded 95 octane motor petrol – per l,2012 IV,5.88
Specification,Unleaded 95 octane motor petrol – per l,2012 V,5.86
Specification,Unleaded 95 octane motor petrol – per l,2012 VI,5.82
Specification,Unleaded 95 octane motor petrol – per l,2012 VII,5.66
Specification,Unleaded 95 octane motor petrol – per l,2012 VIII,5.72
Specification,Unleaded 95 octane motor petrol – per l,2012 IX,5.86
Specification,Unleaded 95 octane motor petrol – per l,2012 X,5.85
Specification,Unleaded 95 octane motor petrol – per l,2012 XI,5.62
Specification,Unleaded 95 octane motor petrol – per l,2012 XII,5.53
Specification,Unleaded 95 octane motor petrol – per l,2013 I,5.44
Specification,Unleaded 95 octane motor petrol – per l,2013 II,5.53
Specification,Unleaded 95 octane motor petrol – per l,2013 III,5.63
Specification,Unleaded 95 octane motor petrol – per l,2013 IV,5.60
Specification,Unleaded 95 octane motor petrol – per l,2013 V,5.37
Specification,Unleaded 95 octane motor petrol – per l,2013 VI,5.44
Specification,Unleaded 95 octane motor petrol – per l,2013 VII,5.57
Specification,Unleaded 95 octane motor petrol – per l,2013 VIII,5.60
Specification,Unleaded 95 octane motor petrol – per l,2013 IX,5.68
Specification,Unleaded 95 octane motor petrol – per l,2013 X,5.53
Specification,Unleaded 95 octane motor petrol – per l,2013 XI,5.37
Specification,Unleaded 95 octane motor petrol – per l,2013 XII,5.38
Specification,Unleaded 95 octane motor petrol – per l,2014 I,5.31
Specification,Unleaded 95 octane motor petrol – per l,2014 II,5.33
Specification,Unleaded 95 octane motor petrol – per l,2014 III,5.37
Specification,Unleaded 95 octane motor petrol – per l,2014 IV,5.34
Specification,Unleaded 95 octane motor petrol – per l,2014 V,5.38
Specification,Unleaded 95 octane motor petrol – per l,2014 VI,5.39
Specification,Unleaded 95 octane motor petrol – per l,2014 VII,5.48
Specification,Unleaded 95 octane motor petrol – per l,2014 VIII,5.41
Specification,Unleaded 95 octane motor petrol – per l,2014 IX,5.34
Specification,Unleaded 95 octane motor petrol – per l,2014 X,5.29
Specification,Unleaded 95 octane motor petrol – per l,2014 XI,5.09
Specification,Unleaded 95 octane motor petrol – per l,2014 XII,4.82
Specification,Unleaded 95 octane motor petrol – per l,2015 I,4.47
Specification,Unleaded 95 octane motor petrol – per l,2015 II,4.42
Specification,Unleaded 95 octane motor petrol – per l,2015 III,4.64
Specification,Unleaded 95 octane motor petrol – per l,2015 IV,4.71
Specification,Unleaded 95 octane motor petrol – per l,2015 V,4.80
Specification,Unleaded 95 octane motor petrol – per l,2015 VI,4.92
Specification,Unleaded 95 octane motor petrol – per l,2015 VII,5.05
Specification,Unleaded 95 octane motor petrol – per l,2015 VIII,4.92
Specification,Unleaded 95 octane motor petrol – per l,2015 IX,4.64
Specification,Unleaded 95 octane motor petrol – per l,2015 X,4.47
Specification,Unleaded 95 octane motor petrol – per l,2015 XI,4.46
Specification,Unleaded 95 octane motor petrol – per l,2015 XII,4.33
Specification,Unleaded 95 octane motor petrol – per l,2016 I,4.11
Specification,Unleaded 95 octane motor petrol – per l,2016 II,3.99
Specification,Unleaded 95 octane motor petrol – per l,2016 III,4.04
Specification,Unleaded 95 octane motor petrol – per l,2016 IV,4.21
Specification,Unleaded 95 octane motor petrol – per l,2016 V,4.42
Specification,Unleaded 95 octane motor petrol – per l,2016 VI,4.53
Specification,Unleaded 95 octane motor petrol – per l,2016 VII,4.46
Specification,Unleaded 95 octane motor petrol – per l,2016 VIII,4.35
Specification,Unleaded 95 octane motor petrol – per l,2016 IX,4.47
Specification,Unleaded 95 octane motor petrol – per l,2016 X,4.56
Specification,Unleaded 95 octane motor petrol – per l,2016 XI,4.52
Specification,Unleaded 95 octane motor petrol – per l,2016 XII,4.73
Specification,Unleaded 95 octane motor petrol – per l,2017 I,4.77
Specification,Unleaded 95 octane motor petrol – per l,2017 II,4.78
Specification,Unleaded 95 octane motor petrol – per l,2017 III,4.71
Specification,Unleaded 95 octane motor petrol – per l,2017 IV,4.69
Specification,Unleaded 95 octane motor petrol – per l,2017 V,4.60
Specification,Unleaded 95 octane motor petrol – per l,2017 VI,4.44
Specification,Unleaded 95 octane motor petrol – per l,2017 VII,4.38
Specification,Unleaded 95 octane motor petrol – per l,2017 VIII,4.47
Specification,Unleaded 95 octane motor petrol – per l,2017 IX,4.62
Specification,Unleaded 95 octane motor petrol – per l,2017 X,4.60
Specification,Unleaded 95 octane motor petrol – per l,2017 XI,4.74
Specification,Unleaded 95 octane motor petrol – per l,2017 XII,4.70
Specification,Unleaded 95 octane motor petrol – per l,2018 I,4.74
Specification,Unleaded 95 octane motor petrol – per l,2018 II,4.67
Specification,Unleaded 95 octane motor petrol – per l,2018 III,4.63
Specification,Unleaded 95 octane motor petrol – per l,2018 IV,4.77
Specification,Unleaded 95 octane motor petrol – per l,2018 V,5.03
Specification,Unleaded 95 octane motor petrol – per l,2018 VI,5.10
Specification,Unleaded 95 octane motor petrol – per l,2018 VII,5.11
Specification,Unleaded 95 octane motor petrol – per l,2018 VIII,5.10
Specification,Unleaded 95 octane motor petrol – per l,2018 IX,5.13
Specification,Unleaded 95 octane motor petrol – per l,2018 X,5.12
Specification,Unleaded 95 octane motor petrol – per l,2018 XI,5.08
Specification,Unleaded 95 octane motor petrol – per l,2018 XII,4.90
Specification,Unleaded 95 octane motor petrol – per l,2019 I,4.81
Specification,Unleaded 95 octane motor petrol – per l,2019 II,4.81
Specification,Unleaded 95 octane motor petrol – per l,2019 III,4.83
Specification,Unleaded 95 octane motor petrol – per l,2019 IV,5.15
Specification,Unleaded 95 octane motor petrol – per l,2019 V,5.24
Specification,Unleaded 95 octane motor petrol – per l,2019 VI,5.26
Specification,Unleaded 95 octane motor petrol – per l,2019 VII,5.18
Specification,Unleaded 95 octane motor petrol – per l,2019 VIII,5.14
Specification,Unleaded 95 octane motor petrol – per l,2019 IX,5.01
Specification,Unleaded 95 octane motor petrol – per l,2019 X,4.95
Specification,Unleaded 95 octane motor petrol – per l,2019 XI,4.93
Specification,Unleaded 95 octane motor petrol – per l,2019 XII,4.96
Specification,Unleaded 95 octane motor petrol – per l,2020 I,5.00
Specification,Unleaded 95 octane motor petrol – per l,2020 II,4.94
Specification,Unleaded 95 octane motor petrol – per l,2020 III,4.76
Specification,Unleaded 95 octane motor petrol – per l,2020 IV,4.14
Specification,Unleaded 95 octane motor petrol – per l,2020 V,3.96
Specification,Unleaded 95 octane motor petrol – per l,2020 VI,4.17
Specification,Unleaded 95 octane motor petrol – per l,2020 VII,4.29
Specification,Unleaded 95 octane motor petrol – per l,2020 VIII,4.45
Specification,Unleaded 95 octane motor petrol – per l,2020 IX,4.53
Specification,Unleaded 95 octane motor petrol – per l,2020 X,4.49
Specification,Unleaded 95 octane motor petrol – per l,2020 XI,4.46
Specification,Unleaded 95 octane motor petrol – per l,2020 XII,4.57
Specification,Unleaded 95 octane motor petrol – per l,2021 I,4.69
Specification,Unleaded 95 octane motor petrol – per l,2021 II,4.80
Specification,Unleaded 95 octane motor petrol – per l,2021 III,5.12
Specification,Unleaded 95 octane motor petrol – per l,2021 IV,5.33
Specification,Unleaded 95 octane motor petrol – per l,2021 V,5.32
Specification,Unleaded 95 octane motor petrol – per l,2021 VI,5.37
Specification,Unleaded 95 octane motor petrol – per l,2021 VII,5.67
Specification,Unleaded 95 octane motor petrol – per l,2021 VIII,5.77
Specification,Unleaded 95 octane motor petrol – per l,2021 IX,5.82
Specification,Unleaded 95 octane motor petrol – per l,2021 X,5.90
Specification,Unleaded 95 octane motor petrol – per l,2021 XI,6.03
Specification,Unleaded 95 octane motor petrol – per l,2021 XII,6.00
Specification,Unleaded 95 octane motor petrol – per l,2022 I,5.76
Specification,Unleaded 95 octane motor petrol – per l,2022 II,5.32
Specification,Unleaded 95 octane motor petrol – per l,2022 III,6.63
Specification,Unleaded 95 octane motor petrol – per l,2022 IV,6.49
Specification,Unleaded 95 octane motor petrol – per l,2022 V,6.96
Specification,Unleaded 95 octane motor petrol – per l,2022 VI,7.93
Specification,Unleaded 95 octane motor petrol – per l,2022 VII,7.60
Specification,Unleaded 95 octane motor petrol – per l,2022 VIII,6.85
Specification,Unleaded 95 octane motor petrol – per l,2022 IX,6.48
Specification,Unleaded 95 octane motor petrol – per l,2022 X,6.79
Specification,Unleaded 95 octane motor petrol – per l,2022 XI,6.65
Specification,Unleaded 95 octane motor petrol – per l,2022 XII,6.58
Specification,Unleaded 95 octane motor petrol – per l,2023 I,6.59
Specification,Unleaded 95 octane motor petrol – per l,2023 II,6.76
Specification,Unleaded 95 octane motor petrol – per l,2023 III,6.77
Specification,Diesel oil – per l,2010 I,4.01
Specification,Diesel oil – per l,2010 II,4.00
Specification,Diesel oil – per l,2010 III,4.07
Specification,Diesel oil – per l,2010 IV,4.20
Specification,Diesel oil – per l,2010 V,4.41
Specification,Diesel oil – per l,2010 VI,4.45
Specification,Diesel oil – per l,2010 VII,4.46
Specification,Diesel oil – per l,2010 VIII,4.36
Specification,Diesel oil – per l,2010 IX,4.37
Specification,Diesel oil – per l,2010 X,4.39
Specification,Diesel oil – per l,2010 XI,4.41
Specification,Diesel oil – per l,2010 XII,4.64
Specification,Diesel oil – per l,2011 I,4.74
Specification,Diesel oil – per l,2011 II,4.71
Specification,Diesel oil – per l,2011 III,4.95
Specification,Diesel oil – per l,2011 IV,5.08
Specification,Diesel oil – per l,2011 V,5.07
Specification,Diesel oil – per l,2011 VI,5.00
Specification,Diesel oil – per l,2011 VII,4.97
Specification,Diesel oil – per l,2011 VIII,5.06
Specification,Diesel oil – per l,2011 IX,5.07
Specification,Diesel oil – per l,2011 X,5.21
Specification,Diesel oil – per l,2011 XI,5.50
Specification,Diesel oil – per l,2011 XII,5.61
Specification,Diesel oil – per l,2012 I,5.76
Specification,Diesel oil – per l,2012 II,5.78
Specification,Diesel oil – per l,2012 III,5.80
Specification,Diesel oil – per l,2012 IV,5.80
